"PACIFIC Exchange Rate Service"
"ISO4217","Jul.Day","YYYY/MM/DD","Wdy","Data"
"GBP/USD",2459975,"2023/01/30","Mon",0.80857
"GBP/USD",2459976,"2023/01/31","Tue",0.81175
"GBP/USD",2459977,"2023/02/01","Wed",0.81122
"GBP/USD",2459978,"2023/02/02","Thu",0.81514
"GBP/USD",2459979,"2023/02/03","Fri",0.82681
"GBP/USD",2459982,"2023/02/06","Mon",0.83119
"GBP/USD",2459983,"2023/02/07","Tue",0.83271
"GBP/USD",2459984,"2023/02/08","Wed",0.82798
"GBP/USD",2459985,"2023/02/09","Thu",0.82309
"GBP/USD",2459986,"2023/02/10","Fri",0.82809
"GBP/USD",2459989,"2023/02/13","Mon",0.82476
"GBP/USD",2459990,"2023/02/14","Tue",0.82123
"GBP/USD",2459991,"2023/02/15","Wed",0.83221
"GBP/USD",2459992,"2023/02/16","Thu",0.83275
"GBP/USD",2459993,"2023/02/17","Fri",0.83253
"GBP/USD",2459997,"2023/02/21","Tue",0.82586
"GBP/USD",2459998,"2023/02/22","Wed",0.82821
"GBP/USD",2459999,"2023/02/23","Thu",0.83174
"GBP/USD",2460000,"2023/02/24","Fri",0.83678
"GBP/USD",2460003,"2023/02/27","Mon",0.83076
"GBP/USD",2460004,"2023/02/28","Tue",0.82694
"GBP/USD",2460005,"2023/03/01","Wed",0.83218
"GBP/USD",2460006,"2023/03/02","Thu",0.83737
"GBP/USD",2460007,"2023/03/03","Fri",0.83282
"GBP/USD",2460010,"2023/03/06","Mon",0.83165
"GBP/USD",2460011,"2023/03/07","Tue",0.84143
"GBP/USD",2460012,"2023/03/08","Wed",0.84482
"GBP/USD",2460013,"2023/03/09","Thu",0.83922
"GBP/USD",2460014,"2023/03/10","Fri",0.83005
"GBP/USD",2460017,"2023/03/13","Mon",0.82329
"GBP/USD",2460018,"2023/03/14","Tue",0.82174
"GBP/USD",2460019,"2023/03/15","Wed",0.82955
"GBP/USD",2460020,"2023/03/16","Thu",0.82681
"GBP/USD",2460021,"2023/03/17","Fri",0.82225
"GBP/USD",2460024,"2023/03/20","Mon",0.81577
"GBP/USD",2460025,"2023/03/21","Tue",0.81871
"GBP/USD",2460026,"2023/03/22","Wed",0.81585
"GBP/USD",2460027,"2023/03/23","Thu",0.81269
"GBP/USD",2460028,"2023/03/24","Fri",0.81820
"GBP/USD",2460031,"2023/03/27","Mon",0.81465
"GBP/USD",2460032,"2023/03/28","Tue",0.81097
"GBP/USD",2460033,"2023/03/29","Wed",0.81182
"GBP/USD",2460034,"2023/03/30","Thu",0.80799
"GBP/USD",2460035,"2023/03/31","Fri",0.80910
"GBP/USD",2460038,"2023/04/03","Mon",0.80665
"GBP/USD",2460039,"2023/04/04","Tue",0.80042
"GBP/USD",2460040,"2023/04/05","Wed",0.80216
"GBP/USD",2460041,"2023/04/06","Thu",0.80341
"GBP/USD",2460045,"2023/04/10","Mon",0.80840
"GBP/USD",2460046,"2023/04/11","Tue",0.80496
"GBP/USD",2460047,"2023/04/12","Wed",0.80185
"GBP/USD",2460048,"2023/04/13","Thu",0.79846
"GBP/USD",2460049,"2023/04/14","Fri",0.80417
"GBP/USD",2460052,"2023/04/17","Mon",0.80789
"GBP/USD",2460053,"2023/04/18","Tue",0.80460
"GBP/USD",2460054,"2023/04/19","Wed",0.80374
"GBP/USD",2460055,"2023/04/20","Thu",0.80350
"GBP/USD",2460056,"2023/04/21","Fri",0.80532
"GBP/USD",2460059,"2023/04/24","Mon",0.80239
"GBP/USD",2460060,"2023/04/25","Tue",0.80600
"GBP/USD",2460061,"2023/04/26","Wed",0.80180
"GBP/USD",2460062,"2023/04/27","Thu",0.80170
"GBP/USD",2460063,"2023/04/28","Fri",0.79702
"GBP/USD",2460066,"2023/05/01","Mon",0.79946
"GBP/USD",2460067,"2023/05/02","Tue",0.80210
"GBP/USD",2460068,"2023/05/03","Wed",0.79766
"GBP/USD",2460069,"2023/05/04","Thu",0.79510
"GBP/USD",2460070,"2023/05/05","Fri",0.79234
"GBP/USD",2460073,"2023/05/08","Mon",0.79140
"GBP/USD",2460074,"2023/05/09","Tue",0.79292
"GBP/USD",2460075,"2023/05/10","Wed",0.79198
"GBP/USD",2460076,"2023/05/11","Thu",0.79835
"GBP/USD",2460077,"2023/05/12","Fri",0.80178
"GBP/USD",2460080,"2023/05/15","Mon",0.79871
"GBP/USD",2460081,"2023/05/16","Tue",0.80043
"GBP/USD",2460082,"2023/05/17","Wed",0.80123
"GBP/USD",2460083,"2023/05/18","Thu",0.80559
"GBP/USD",2460084,"2023/05/19","Fri",0.80327
"GBP/USD",2460088,"2023/05/23","Tue",0.80568
"GBP/USD",2460089,"2023/05/24","Wed",0.80802
"GBP/USD",2460090,"2023/05/25","Thu",0.81095
"GBP/USD",2460091,"2023/05/26","Fri",0.80969
"GBP/USD",2460094,"2023/05/29","Mon",0.80944
"GBP/USD",2460095,"2023/05/30","Tue",0.80590
"GBP/USD",2460096,"2023/05/31","Wed",0.80672
"GBP/USD",2460097,"2023/06/01","Thu",0.79893
"GBP/USD",2460098,"2023/06/02","Fri",0.80142
"GBP/USD",2460101,"2023/06/05","Mon",0.80540
"GBP/USD",2460102,"2023/06/06","Tue",0.80551
"GBP/USD",2460103,"2023/06/07","Wed",0.80303
"GBP/USD",2460104,"2023/06/08","Thu",0.79783
"GBP/USD",2460105,"2023/06/09","Fri",0.79515
"GBP/USD",2460108,"2023/06/12","Mon",0.79902
"GBP/USD",2460109,"2023/06/13","Tue",0.79358
"GBP/USD",2460110,"2023/06/14","Wed",0.78867
"GBP/USD",2460111,"2023/06/15","Thu",0.78470
"GBP/USD",2460112,"2023/06/16","Fri",0.77970
"GBP/USD",2460115,"2023/06/19","Mon",0.78179
"GBP/USD",2460116,"2023/06/20","Tue",0.78470
"GBP/USD",2460117,"2023/06/21","Wed",0.78456
"GBP/USD",2460118,"2023/06/22","Thu",0.78464
"GBP/USD",2460119,"2023/06/23","Fri",0.78673
"GBP/USD",2460122,"2023/06/26","Mon",0.78640
"GBP/USD",2460123,"2023/06/27","Tue",0.78451
"GBP/USD",2460124,"2023/06/28","Wed",0.79105
"GBP/USD",2460125,"2023/06/29","Thu",0.79253
"GBP/USD",2460126,"2023/06/30","Fri",0.78730
"GBP/USD",2460130,"2023/07/04","Tue",0.78596
"GBP/USD",2460131,"2023/07/05","Wed",0.78683
"GBP/USD",2460132,"2023/07/06","Thu",0.78564
"GBP/USD",2460133,"2023/07/07","Fri",0.78001
"GBP/USD",2460136,"2023/07/10","Mon",0.77994
"GBP/USD",2460137,"2023/07/11","Tue",0.77467
"GBP/USD",2460138,"2023/07/12","Wed",0.77028
"GBP/USD",2460139,"2023/07/13","Thu",0.76299
"GBP/USD",2460140,"2023/07/14","Fri",0.76286
"GBP/USD",2460143,"2023/07/17","Mon",0.76468
"GBP/USD",2460144,"2023/07/18","Tue",0.76557
"GBP/USD",2460145,"2023/07/19","Wed",0.77466
"GBP/USD",2460146,"2023/07/20","Thu",0.77760
"GBP/USD",2460147,"2023/07/21","Fri",0.77823
"GBP/USD",2460150,"2023/07/24","Mon",0.77969
"GBP/USD",2460151,"2023/07/25","Tue",0.77750
"GBP/USD",2460152,"2023/07/26","Wed",0.77391
"GBP/USD",2460153,"2023/07/27","Thu",0.77836
"GBP/USD",2460154,"2023/07/28","Fri",0.77739
"GBP/USD",2460157,"2023/07/31","Mon",0.77809
"GBP/USD",2460158,"2023/08/01","Tue",0.78353
"GBP/USD",2460159,"2023/08/02","Wed",0.78631
"GBP/USD",2460160,"2023/08/03","Thu",0.78772
"GBP/USD",2460161,"2023/08/04","Fri",0.78356
"GBP/USD",2460165,"2023/08/08","Tue",0.78598
"GBP/USD",2460166,"2023/08/09","Wed",0.78562
"GBP/USD",2460167,"2023/08/10","Thu",0.78585
"GBP/USD",2460168,"2023/08/11","Fri",0.78743
"GBP/USD",2460171,"2023/08/14","Mon",0.78885
"GBP/USD",2460172,"2023/08/15","Tue",0.78603
"GBP/USD",2460173,"2023/08/16","Wed",0.78511
"GBP/USD",2460174,"2023/08/17","Thu",0.78414
"GBP/USD",2460175,"2023/08/18","Fri",0.78521
"GBP/USD",2460178,"2023/08/21","Mon",0.78442
"GBP/USD",2460179,"2023/08/22","Tue",0.78513
"GBP/USD",2460180,"2023/08/23","Wed",0.78777
"GBP/USD",2460181,"2023/08/24","Thu",0.79175
"GBP/USD",2460182,"2023/08/25","Fri",0.79414
"GBP/USD",2460185,"2023/08/28","Mon",0.79411
"GBP/USD",2460186,"2023/08/29","Tue",0.79292
"GBP/USD",2460187,"2023/08/30","Wed",0.78637
"GBP/USD",2460188,"2023/08/31","Thu",0.78925
"GBP/USD",2460189,"2023/09/01","Fri",0.79244
"GBP/USD",2460193,"2023/09/05","Tue",0.79578
"GBP/USD",2460194,"2023/09/06","Wed",0.79913
"GBP/USD",2460195,"2023/09/07","Thu",0.80181
"GBP/USD",2460196,"2023/09/08","Fri",0.80169
"GBP/USD",2460199,"2023/09/11","Mon",0.79851
"GBP/USD",2460200,"2023/09/12","Tue",0.80142
"GBP/USD",2460201,"2023/09/13","Wed",0.80060
"GBP/USD",2460202,"2023/09/14","Thu",0.80528
"GBP/USD",2460203,"2023/09/15","Fri",0.80670
"GBP/USD",2460206,"2023/09/18","Mon",0.80731
"GBP/USD",2460207,"2023/09/19","Tue",0.80671
"GBP/USD",2460208,"2023/09/20","Wed",0.80725
"GBP/USD",2460209,"2023/09/21","Thu",0.81378
"GBP/USD",2460210,"2023/09/22","Fri",0.81595
"GBP/USD",2460213,"2023/09/25","Mon",0.81886
"GBP/USD",2460214,"2023/09/26","Tue",0.82162
"GBP/USD",2460215,"2023/09/27","Wed",0.82403
"GBP/USD",2460216,"2023/09/28","Thu",0.81965
"GBP/USD",2460217,"2023/09/29","Fri",0.81890
"GBP/USD",2460221,"2023/10/03","Tue",0.82791
"GBP/USD",2460222,"2023/10/04","Wed",0.82343
"GBP/USD",2460223,"2023/10/05","Thu",0.82194
"GBP/USD",2460224,"2023/10/06","Fri",0.81870
"GBP/USD",2460228,"2023/10/10","Tue",0.81515
"GBP/USD",2460229,"2023/10/11","Wed",0.81285
"GBP/USD",2460230,"2023/10/12","Thu",0.81857
"GBP/USD",2460231,"2023/10/13","Fri",0.82310
"GBP/USD",2460234,"2023/10/16","Mon",0.82013
"GBP/USD",2460235,"2023/10/17","Tue",0.82107
"GBP/USD",2460236,"2023/10/18","Wed",0.82232
"GBP/USD",2460237,"2023/10/19","Thu",0.82293
"GBP/USD",2460238,"2023/10/20","Fri",0.82302
"GBP/USD",2460241,"2023/10/23","Mon",0.81867
"GBP/USD",2460242,"2023/10/24","Tue",0.82138
"GBP/USD",2460243,"2023/10/25","Wed",0.82448
"GBP/USD",2460244,"2023/10/26","Thu",0.82528
"GBP/USD",2460245,"2023/10/27","Fri",0.82433
"GBP/USD",2460248,"2023/10/30","Mon",0.82315
"GBP/USD",2460249,"2023/10/31","Tue",0.82340
"GBP/USD",2460250,"2023/11/01","Wed",0.82442
"GBP/USD",2460251,"2023/11/02","Thu",0.82007
"GBP/USD",2460252,"2023/11/03","Fri",0.80969
"GBP/USD",2460255,"2023/11/06","Mon",0.80799
"GBP/USD",2460256,"2023/11/07","Tue",0.81343
"GBP/USD",2460257,"2023/11/08","Wed",0.81408
"GBP/USD",2460258,"2023/11/09","Thu",0.81564
"GBP/USD",2460259,"2023/11/10","Fri",0.81876
"GBP/USD",2460263,"2023/11/14","Tue",0.80240
"GBP/USD",2460264,"2023/11/15","Wed",0.80470
"GBP/USD",2460265,"2023/11/16","Thu",0.80489
"GBP/USD",2460266,"2023/11/17","Fri",0.80420
"GBP/USD",2460269,"2023/11/20","Mon",0.80021
"GBP/USD",2460270,"2023/11/21","Tue",0.79755
"GBP/USD",2460271,"2023/11/22","Wed",0.80097
"GBP/USD",2460272,"2023/11/23","Thu",0.79780
"GBP/USD",2460273,"2023/11/24","Fri",0.79365
"GBP/USD",2460276,"2023/11/27","Mon",0.79250
"GBP/USD",2460277,"2023/11/28","Tue",0.78881
"GBP/USD",2460278,"2023/11/29","Wed",0.78769
"GBP/USD",2460279,"2023/11/30","Thu",0.79168
"GBP/USD",2460280,"2023/12/01","Fri",0.78910
"GBP/USD",2460283,"2023/12/04","Mon",0.79201
"GBP/USD",2460284,"2023/12/05","Tue",0.79344
"GBP/USD",2460285,"2023/12/06","Wed",0.79478
"GBP/USD",2460286,"2023/12/07","Thu",0.79477
"GBP/USD",2460287,"2023/12/08","Fri",0.79718
"GBP/USD",2460290,"2023/12/11","Mon",0.79627
"GBP/USD",2460291,"2023/12/12","Tue",0.79643
"GBP/USD",2460292,"2023/12/13","Wed",0.79724
"GBP/USD",2460293,"2023/12/14","Thu",0.78432
"GBP/USD",2460294,"2023/12/15","Fri",0.78727
"GBP/USD",2460297,"2023/12/18","Mon",0.79059
"GBP/USD",2460298,"2023/12/19","Tue",0.78513
"GBP/USD",2460299,"2023/12/20","Wed",0.78984
"GBP/USD",2460300,"2023/12/21","Thu",0.78922
"GBP/USD",2460301,"2023/12/22","Fri",0.78589
"GBP/USD",2460306,"2023/12/27","Wed",0.78238
"GBP/USD",2460307,"2023/12/28","Thu",0.78479
"GBP/USD",2460308,"2023/12/29","Fri",0.78553
"GBP/USD",2460312,"2024/01/02","Tue",0.79187
"GBP/USD",2460313,"2024/01/03","Wed",0.79090
"GBP/USD",2460314,"2024/01/04","Thu",0.78836
"GBP/USD",2460315,"2024/01/05","Fri",0.78632
"GBP/USD",2460318,"2024/01/08","Mon",0.78474
"GBP/USD",2460319,"2024/01/09","Tue",0.78678
"GBP/USD",2460320,"2024/01/10","Wed",0.78551
"GBP/USD",2460321,"2024/01/11","Thu",0.78544
"GBP/USD",2460322,"2024/01/12","Fri",0.78420
"GBP/USD",2460325,"2024/01/15","Mon",0.78582
"GBP/USD",2460326,"2024/01/16","Tue",0.79098
"GBP/USD",2460327,"2024/01/17","Wed",0.78947
"GBP/USD",2460328,"2024/01/18","Thu",0.78857
"GBP/USD",2460329,"2024/01/19","Fri",0.78854
"GBP/USD",2460332,"2024/01/22","Mon",0.78637
"GBP/USD",2460333,"2024/01/23","Tue",0.78883
"GBP/USD",2460334,"2024/01/24","Wed",0.78482
"GBP/USD",2460335,"2024/01/25","Thu",0.78708
"GBP/USD",2460336,"2024/01/26","Fri",0.78617
"GBP/USD",2460339,"2024/01/29","Mon",0.78825
"GBP/USD",2460340,"2024/01/30","Tue",0.78882
"GBP/USD",2460341,"2024/01/31","Wed",0.78667
"GBP/USD",2460342,"2024/02/01","Thu",0.78680
"GBP/USD",2460343,"2024/02/02","Fri",0.79071
"GBP/USD",2460346,"2024/02/05","Mon",0.79749
"GBP/USD",2460347,"2024/02/06","Tue",0.79466
"GBP/USD",2460348,"2024/02/07","Wed",0.79187
"GBP/USD",2460349,"2024/02/08","Thu",0.79311
"GBP/USD",2460350,"2024/02/09","Fri",0.79183
"GBP/USD",2460353,"2024/02/12","Mon",0.79206
"GBP/USD",2460354,"2024/02/13","Tue",0.79377
"GBP/USD",2460355,"2024/02/14","Wed",0.79626
"GBP/USD",2460356,"2024/02/15","Thu",0.79469
"GBP/USD",2460357,"2024/02/16","Fri",0.79430
"GBP/USD",2460361,"2024/02/20","Tue",0.79145
"GBP/USD",2460362,"2024/02/21","Wed",0.79212
"GBP/USD",2460363,"2024/02/22","Thu",0.79083
"GBP/USD",2460364,"2024/02/23","Fri",0.78866
"GBP/USD",2460367,"2024/02/26","Mon",0.78860
"GBP/USD",2460368,"2024/02/27","Tue",0.78853
"GBP/USD",2460369,"2024/02/28","Wed",0.79029
"GBP/USD",2460370,"2024/02/29","Thu",0.79135
"GBP/USD",2460371,"2024/03/01","Fri",0.79076
"GBP/USD",2460374,"2024/03/04","Mon",0.78802
"GBP/USD",2460375,"2024/03/05","Tue",0.78700
"GBP/USD",2460376,"2024/03/06","Wed",0.78510
"GBP/USD",2460377,"2024/03/07","Thu",0.78219
"GBP/USD",2460378,"2024/03/08","Fri",0.77773
"GBP/USD",2460381,"2024/03/11","Mon",0.78032
"GBP/USD",2460382,"2024/03/12","Tue",0.78255
"GBP/USD",2460383,"2024/03/13","Wed",0.78130
"GBP/USD",2460384,"2024/03/14","Thu",0.78367
"GBP/USD",2460385,"2024/03/15","Fri",0.78493
"GBP/USD",2460388,"2024/03/18","Mon",0.78558
"GBP/USD",2460389,"2024/03/19","Tue",0.78653
"GBP/USD",2460390,"2024/03/20","Wed",0.78630
"GBP/USD",2460391,"2024/03/21","Thu",0.78840
"GBP/USD",2460392,"2024/03/22","Fri",0.79352
"GBP/USD",2460395,"2024/03/25","Mon",0.79109
"GBP/USD",2460396,"2024/03/26","Tue",0.79155
"GBP/USD",2460397,"2024/03/27","Wed",0.79211
"GBP/USD",2460398,"2024/03/28","Thu",0.79175
"GBP/USD",2460402,"2024/04/01","Mon",0.79589
"GBP/USD",2460403,"2024/04/02","Tue",0.79564
"GBP/USD",2460404,"2024/04/03","Wed",0.79229
"GBP/USD",2460405,"2024/04/04","Thu",0.78971
"GBP/USD",2460406,"2024/04/05","Fri",0.79224
"CHF/USD",2459948,"2023/01/03","Tue",0.93618
"CHF/USD",2459949,"2023/01/04","Wed",0.92870
"CHF/USD",2459950,"2023/01/05","Thu",0.93525
"CHF/USD",2459951,"2023/01/06","Fri",0.93116
"CHF/USD",2459954,"2023/01/09","Mon",0.91950
"CHF/USD",2459955,"2023/01/10","Tue",0.92279
"CHF/USD",2459956,"2023/01/11","Wed",0.93022
"CHF/USD",2459957,"2023/01/12","Thu",0.92935
"CHF/USD",2459958,"2023/01/13","Fri",0.92762
"CHF/USD",2459961,"2023/01/16","Mon",0.92642
"CHF/USD",2459962,"2023/01/17","Tue",0.92161
"CHF/USD",2459963,"2023/01/18","Wed",0.91434
"CHF/USD",2459964,"2023/01/19","Thu",0.91628
"CHF/USD",2459965,"2023/01/20","Fri",0.92133
"CHF/USD",2459968,"2023/01/23","Mon",0.92264
"CHF/USD",2459969,"2023/01/24","Tue",0.92392
"CHF/USD",2459970,"2023/01/25","Wed",0.91960
"CHF/USD",2459971,"2023/01/26","Thu",0.91999
"CHF/USD",2459972,"2023/01/27","Fri",0.92170
"CHF/USD",2459975,"2023/01/30","Mon",0.92352
"CHF/USD",2459976,"2023/01/31","Tue",0.91929
"CHF/USD",2459977,"2023/02/01","Wed",0.91453
"CHF/USD",2459978,"2023/02/02","Thu",0.91166
"CHF/USD",2459979,"2023/02/03","Fri",0.92390
"CHF/USD",2459982,"2023/02/06","Mon",0.92755
"CHF/USD",2459983,"2023/02/07","Tue",0.92407
"CHF/USD",2459984,"2023/02/08","Wed",0.92036
"CHF/USD",2459985,"2023/02/09","Thu",0.91991
"CHF/USD",2459986,"2023/02/10","Fri",0.92413
"CHF/USD",2459989,"2023/02/13","Mon",0.92078
"CHF/USD",2459990,"2023/02/14","Tue",0.92073
"CHF/USD",2459991,"2023/02/15","Wed",0.92464
"CHF/USD",2459992,"2023/02/16","Thu",0.92479
"CHF/USD",2459993,"2023/02/17","Fri",0.92713
"CHF/USD",2459997,"2023/02/21","Tue",0.92677
"CHF/USD",2459998,"2023/02/22","Wed",0.92932
"CHF/USD",2459999,"2023/02/23","Thu",0.93358
"CHF/USD",2460000,"2023/02/24","Fri",0.93938
"CHF/USD",2460003,"2023/02/27","Mon",0.93697
"CHF/USD",2460004,"2023/02/28","Tue",0.93771
"CHF/USD",2460005,"2023/03/01","Wed",0.93921
"CHF/USD",2460006,"2023/03/02","Thu",0.94221
"CHF/USD",2460007,"2023/03/03","Fri",0.93791
"CHF/USD",2460010,"2023/03/06","Mon",0.93247
"CHF/USD",2460011,"2023/03/07","Tue",0.93926
"CHF/USD",2460012,"2023/03/08","Wed",0.94115
"CHF/USD",2460013,"2023/03/09","Thu",0.93650
"CHF/USD",2460014,"2023/03/10","Fri",0.92114
"CHF/USD",2460017,"2023/03/13","Mon",0.91102
"CHF/USD",2460018,"2023/03/14","Tue",0.91363
"CHF/USD",2460019,"2023/03/15","Wed",0.92544
"CHF/USD",2460020,"2023/03/16","Thu",0.92909
"CHF/USD",2460021,"2023/03/17","Fri",0.92766
"CHF/USD",2460024,"2023/03/20","Mon",0.92674
"CHF/USD",2460025,"2023/03/21","Tue",0.92346
"CHF/USD",2460026,"2023/03/22","Wed",0.92206
"CHF/USD",2460027,"2023/03/23","Thu",0.91506
"CHF/USD",2460028,"2023/03/24","Fri",0.91894
"CHF/USD",2460031,"2023/03/27","Mon",0.91647
"CHF/USD",2460032,"2023/03/28","Tue",0.91956
"CHF/USD",2460033,"2023/03/29","Wed",0.91960
"CHF/USD",2460034,"2023/03/30","Thu",0.91390
"CHF/USD",2460035,"2023/03/31","Fri",0.91415
"CHF/USD",2460038,"2023/04/03","Mon",0.91359
"CHF/USD",2460039,"2023/04/04","Tue",0.90827
"CHF/USD",2460040,"2023/04/05","Wed",0.90540
"CHF/USD",2460041,"2023/04/06","Thu",0.90468
"CHF/USD",2460045,"2023/04/10","Mon",0.91017
"CHF/USD",2460046,"2023/04/11","Tue",0.90423
"CHF/USD",2460047,"2023/04/12","Wed",0.89659
"CHF/USD",2460048,"2023/04/13","Thu",0.88805
"CHF/USD",2460049,"2023/04/14","Fri",0.89360
"CHF/USD",2460052,"2023/04/17","Mon",0.89811
"CHF/USD",2460053,"2023/04/18","Tue",0.89725
"CHF/USD",2460054,"2023/04/19","Wed",0.89783
"CHF/USD",2460055,"2023/04/20","Thu",0.89394
"CHF/USD",2460056,"2023/04/21","Fri",0.89266
"CHF/USD",2460059,"2023/04/24","Mon",0.88876
"CHF/USD",2460060,"2023/04/25","Tue",0.89115
"CHF/USD",2460061,"2023/04/26","Wed",0.89006
"CHF/USD",2460062,"2023/04/27","Thu",0.89523
"CHF/USD",2460063,"2023/04/28","Fri",0.89294
"CHF/USD",2460066,"2023/05/01","Mon",0.89495
"CHF/USD",2460067,"2023/05/02","Tue",0.89480
"CHF/USD",2460068,"2023/05/03","Wed",0.88715
"CHF/USD",2460069,"2023/05/04","Thu",0.88615
"CHF/USD",2460070,"2023/05/05","Fri",0.89234
"CHF/USD",2460073,"2023/05/08","Mon",0.88914
"CHF/USD",2460074,"2023/05/09","Tue",0.89154
"CHF/USD",2460075,"2023/05/10","Wed",0.88971
"CHF/USD",2460076,"2023/05/11","Thu",0.89417
"CHF/USD",2460077,"2023/05/12","Fri",0.89677
"CHF/USD",2460080,"2023/05/15","Mon",0.89519
"CHF/USD",2460081,"2023/05/16","Tue",0.89581
"CHF/USD",2460082,"2023/05/17","Wed",0.89927
"CHF/USD",2460083,"2023/05/18","Thu",0.90428
"CHF/USD",2460084,"2023/05/19","Fri",0.90032
"CHF/USD",2460088,"2023/05/23","Tue",0.90129
"CHF/USD",2460089,"2023/05/24","Wed",0.90462
"CHF/USD",2460090,"2023/05/25","Thu",0.90606
"CHF/USD",2460091,"2023/05/26","Fri",0.90500
"CHF/USD",2460094,"2023/05/29","Mon",0.90379
"CHF/USD",2460095,"2023/05/30","Tue",0.90478
"CHF/USD",2460096,"2023/05/31","Wed",0.91210
"CHF/USD",2460097,"2023/06/01","Thu",0.90770
"CHF/USD",2460098,"2023/06/02","Fri",0.90789
"CHF/USD",2460101,"2023/06/05","Mon",0.90709
"CHF/USD",2460102,"2023/06/06","Tue",0.90822
"CHF/USD",2460103,"2023/06/07","Wed",0.90814
"CHF/USD",2460104,"2023/06/08","Thu",0.90086
"CHF/USD",2460105,"2023/06/09","Fri",0.90239
"CHF/USD",2460108,"2023/06/12","Mon",0.90870
"CHF/USD",2460109,"2023/06/13","Tue",0.90520
"CHF/USD",2460110,"2023/06/14","Wed",0.89875
"CHF/USD",2460111,"2023/06/15","Thu",0.89390
"CHF/USD",2460112,"2023/06/16","Fri",0.89333
"CHF/USD",2460115,"2023/06/19","Mon",0.89611
"CHF/USD",2460116,"2023/06/20","Tue",0.89836
"CHF/USD",2460117,"2023/06/21","Wed",0.89516
"CHF/USD",2460118,"2023/06/22","Thu",0.89591
"CHF/USD",2460119,"2023/06/23","Fri",0.89728
"CHF/USD",2460122,"2023/06/26","Mon",0.89438
"CHF/USD",2460123,"2023/06/27","Tue",0.89389
"CHF/USD",2460124,"2023/06/28","Wed",0.89687
"CHF/USD",2460125,"2023/06/29","Thu",0.89846
"CHF/USD",2460126,"2023/06/30","Fri",0.89562
"CHF/USD",2460130,"2023/07/04","Tue",0.89608
"CHF/USD",2460131,"2023/07/05","Wed",0.89810
"CHF/USD",2460132,"2023/07/06","Thu",0.89680
"CHF/USD",2460133,"2023/07/07","Fri",0.89018
"CHF/USD",2460136,"2023/07/10","Mon",0.88773
"CHF/USD",2460137,"2023/07/11","Tue",0.88112
"CHF/USD",2460138,"2023/07/12","Wed",0.86935
"CHF/USD",2460139,"2023/07/13","Thu",0.85978
"CHF/USD",2460140,"2023/07/14","Fri",0.86158
"CHF/USD",2460143,"2023/07/17","Mon",0.86049
"CHF/USD",2460144,"2023/07/18","Tue",0.85817
"CHF/USD",2460145,"2023/07/19","Wed",0.85916
"CHF/USD",2460146,"2023/07/20","Thu",0.86555
"CHF/USD",2460147,"2023/07/21","Fri",0.86568
"CHF/USD",2460150,"2023/07/24","Mon",0.86686
"CHF/USD",2460151,"2023/07/25","Tue",0.86606
"CHF/USD",2460152,"2023/07/26","Wed",0.86270
"CHF/USD",2460153,"2023/07/27","Thu",0.86683
"CHF/USD",2460154,"2023/07/28","Fri",0.86870
"CHF/USD",2460157,"2023/07/31","Mon",0.87006
"CHF/USD",2460158,"2023/08/01","Tue",0.87619
"CHF/USD",2460159,"2023/08/02","Wed",0.87805
"CHF/USD",2460160,"2023/08/03","Thu",0.87496
"CHF/USD",2460161,"2023/08/04","Fri",0.87208
"CHF/USD",2460165,"2023/08/08","Tue",0.87627
"CHF/USD",2460166,"2023/08/09","Wed",0.87681
"CHF/USD",2460167,"2023/08/10","Thu",0.87435
"CHF/USD",2460168,"2023/08/11","Fri",0.87651
"CHF/USD",2460171,"2023/08/14","Mon",0.87871
"CHF/USD",2460172,"2023/08/15","Tue",0.87751
"CHF/USD",2460173,"2023/08/16","Wed",0.87945
"CHF/USD",2460174,"2023/08/17","Thu",0.87864
"CHF/USD",2460175,"2023/08/18","Fri",0.88137
"CHF/USD",2460178,"2023/08/21","Mon",0.87942
"CHF/USD",2460179,"2023/08/22","Tue",0.87986
"CHF/USD",2460180,"2023/08/23","Wed",0.87886
"CHF/USD",2460181,"2023/08/24","Thu",0.88302
"CHF/USD",2460182,"2023/08/25","Fri",0.88489
"CHF/USD",2460185,"2023/08/28","Mon",0.88406
"CHF/USD",2460186,"2023/08/29","Tue",0.88083
"CHF/USD",2460187,"2023/08/30","Wed",0.87753
"CHF/USD",2460188,"2023/08/31","Thu",0.88299
"CHF/USD",2460189,"2023/09/01","Fri",0.88434
"CHF/USD",2460193,"2023/09/05","Tue",0.88914
"CHF/USD",2460194,"2023/09/06","Wed",0.89172
"CHF/USD",2460195,"2023/09/07","Thu",0.89291
"CHF/USD",2460196,"2023/09/08","Fri",0.89238
"CHF/USD",2460199,"2023/09/11","Mon",0.89102
"CHF/USD",2460200,"2023/09/12","Tue",0.89199
"CHF/USD",2460201,"2023/09/13","Wed",0.89280
"CHF/USD",2460202,"2023/09/14","Thu",0.89539
"CHF/USD",2460203,"2023/09/15","Fri",0.89665
"CHF/USD",2460206,"2023/09/18","Mon",0.89737
"CHF/USD",2460207,"2023/09/19","Tue",0.89752
"CHF/USD",2460208,"2023/09/20","Wed",0.89570
"CHF/USD",2460209,"2023/09/21","Thu",0.90401
"CHF/USD",2460210,"2023/09/22","Fri",0.90618
"CHF/USD",2460213,"2023/09/25","Mon",0.91187
