"PACIFIC Exchange Rate Service"
"ISO4217","Jul.Day","YYYY/MM/DD","Wdy","Data"
"HKD/USD",2459997,"2023/02/21","Tue",7.8445
"HKD/USD",2459998,"2023/02/22","Wed",7.8459
"HKD/USD",2459999,"2023/02/23","Thu",7.8454
"HKD/USD",2460000,"2023/02/24","Fri",7.8513
"HKD/USD",2460003,"2023/02/27","Mon",7.8457
"HKD/USD",2460004,"2023/02/28","Tue",7.8483
"HKD/USD",2460005,"2023/03/01","Wed",7.8501
"HKD/USD",2460006,"2023/03/02","Thu",7.8512
"HKD/USD",2460007,"2023/03/03","Fri",7.8489
"HKD/USD",2460010,"2023/03/06","Mon",7.8473
"HKD/USD",2460011,"2023/03/07","Tue",7.8518
"HKD/USD",2460012,"2023/03/08","Wed",7.8502
"HKD/USD",2460013,"2023/03/09","Thu",7.8486
"HKD/USD",2460014,"2023/03/10","Fri",7.8494
"HKD/USD",2460017,"2023/03/13","Mon",7.8412
"HKD/USD",2460018,"2023/03/14","Tue",7.8468
"HKD/USD",2460019,"2023/03/15","Wed",7.8507
"HKD/USD",2460020,"2023/03/16","Thu",7.8492
"HKD/USD",2460021,"2023/03/17","Fri",7.8480
"HKD/USD",2460024,"2023/03/20","Mon",7.8406
"HKD/USD",2460025,"2023/03/21","Tue",7.8455
"HKD/USD",2460026,"2023/03/22","Wed",7.8489
"HKD/USD",2460027,"2023/03/23","Thu",7.8479
"HKD/USD",2460028,"2023/03/24","Fri",7.8511
"HKD/USD",2460031,"2023/03/27","Mon",7.8497
"HKD/USD",2460032,"2023/03/28","Tue",7.8491
"HKD/USD",2460033,"2023/03/29","Wed",7.8519
"HKD/USD",2460034,"2023/03/30","Thu",7.8498
"HKD/USD",2460035,"2023/03/31","Fri",7.8498
"HKD/USD",2460038,"2023/04/03","Mon",7.8493
"HKD/USD",2460039,"2023/04/04","Tue",7.8500
"HKD/USD",2460040,"2023/04/05","Wed",7.8512
"HKD/USD",2460041,"2023/04/06","Thu",7.8497
"HKD/USD",2460045,"2023/04/10","Mon",7.8508
"HKD/USD",2460046,"2023/04/11","Tue",7.8481
"HKD/USD",2460047,"2023/04/12","Wed",7.8500
"HKD/USD",2460048,"2023/04/13","Thu",7.8490
"HKD/USD",2460049,"2023/04/14","Fri",7.8508
"HKD/USD",2460052,"2023/04/17","Mon",7.8489
"HKD/USD",2460053,"2023/04/18","Tue",7.8516
"HKD/USD",2460054,"2023/04/19","Wed",7.8488
"HKD/USD",2460055,"2023/04/20","Thu",7.8491
"HKD/USD",2460056,"2023/04/21","Fri",7.8487
"HKD/USD",2460059,"2023/04/24","Mon",7.8504
"HKD/USD",2460060,"2023/04/25","Tue",7.8519
"HKD/USD",2460061,"2023/04/26","Wed",7.8485
"HKD/USD",2460062,"2023/04/27","Thu",7.8501
"HKD/USD",2460063,"2023/04/28","Fri",7.8486
"HKD/USD",2460066,"2023/05/01","Mon",7.8482
"HKD/USD",2460067,"2023/05/02","Tue",7.8490
"HKD/USD",2460068,"2023/05/03","Wed",7.8478
"HKD/USD",2460069,"2023/05/04","Thu",7.8462
"HKD/USD",2460070,"2023/05/05","Fri",7.8475
"HKD/USD",2460073,"2023/05/08","Mon",7.8507
"HKD/USD",2460074,"2023/05/09","Tue",7.8396
"HKD/USD",2460075,"2023/05/10","Wed",7.8308
"HKD/USD",2460076,"2023/05/11","Thu",7.8355
"HKD/USD",2460077,"2023/05/12","Fri",7.8412
"HKD/USD",2460080,"2023/05/15","Mon",7.8367
"HKD/USD",2460081,"2023/05/16","Tue",7.8369
"HKD/USD",2460082,"2023/05/17","Wed",7.8319
"HKD/USD",2460083,"2023/05/18","Thu",7.8261
"HKD/USD",2460084,"2023/05/19","Fri",7.8188
"HKD/USD",2460088,"2023/05/23","Tue",7.8375
"HKD/USD",2460089,"2023/05/24","Wed",7.8282
"HKD/USD",2460090,"2023/05/25","Thu",7.8322
"HKD/USD",2460091,"2023/05/26","Fri",7.8338
"HKD/USD",2460094,"2023/05/29","Mon",7.8301
"HKD/USD",2460095,"2023/05/30","Tue",7.8330
"HKD/USD",2460096,"2023/05/31","Wed",7.8313
"HKD/USD",2460097,"2023/06/01","Thu",7.8338
"HKD/USD",2460098,"2023/06/02","Fri",7.8384
"HKD/USD",2460101,"2023/06/05","Mon",7.8378
"HKD/USD",2460102,"2023/06/06","Tue",7.8428
"HKD/USD",2460103,"2023/06/07","Wed",7.8406
"HKD/USD",2460104,"2023/06/08","Thu",7.8346
"HKD/USD",2460105,"2023/06/09","Fri",7.8384
"HKD/USD",2460108,"2023/06/12","Mon",7.8347
"HKD/USD",2460109,"2023/06/13","Tue",7.8340
"HKD/USD",2460110,"2023/06/14","Wed",7.8310
"HKD/USD",2460111,"2023/06/15","Thu",7.8229
"HKD/USD",2460112,"2023/06/16","Fri",7.8233
"HKD/USD",2460115,"2023/06/19","Mon",7.8142
"HKD/USD",2460116,"2023/06/20","Tue",7.8257
"HKD/USD",2460117,"2023/06/21","Wed",7.8284
"HKD/USD",2460118,"2023/06/22","Thu",7.8287
"HKD/USD",2460119,"2023/06/23","Fri",7.8286
"HKD/USD",2460122,"2023/06/26","Mon",7.8280
"HKD/USD",2460123,"2023/06/27","Tue",7.8329
"HKD/USD",2460124,"2023/06/28","Wed",7.8333
"HKD/USD",2460125,"2023/06/29","Thu",7.8386
"HKD/USD",2460126,"2023/06/30","Fri",7.8343
"HKD/USD",2460130,"2023/07/04","Tue",7.8312
"HKD/USD",2460131,"2023/07/05","Wed",7.8214
"HKD/USD",2460132,"2023/07/06","Thu",7.8196
"HKD/USD",2460133,"2023/07/07","Fri",7.8286
"HKD/USD",2460136,"2023/07/10","Mon",7.8279
"HKD/USD",2460137,"2023/07/11","Tue",7.8276
"HKD/USD",2460138,"2023/07/12","Wed",7.8267
"HKD/USD",2460139,"2023/07/13","Thu",7.8236
"HKD/USD",2460140,"2023/07/14","Fri",7.8145
"HKD/USD",2460143,"2023/07/17","Mon",7.8122
"HKD/USD",2460144,"2023/07/18","Tue",7.8140
"HKD/USD",2460145,"2023/07/19","Wed",7.8068
"HKD/USD",2460146,"2023/07/20","Thu",7.8120
"HKD/USD",2460147,"2023/07/21","Fri",7.8177
"HKD/USD",2460150,"2023/07/24","Mon",7.8126
"HKD/USD",2460151,"2023/07/25","Tue",7.8104
"HKD/USD",2460152,"2023/07/26","Wed",7.8040
"HKD/USD",2460153,"2023/07/27","Thu",7.8020
"HKD/USD",2460154,"2023/07/28","Fri",7.7973
"HKD/USD",2460157,"2023/07/31","Mon",7.7970
"HKD/USD",2460158,"2023/08/01","Tue",7.7953
"HKD/USD",2460159,"2023/08/02","Wed",7.8028
"HKD/USD",2460160,"2023/08/03","Thu",7.8076
"HKD/USD",2460161,"2023/08/04","Fri",7.8099
"HKD/USD",2460165,"2023/08/08","Tue",7.8142
"HKD/USD",2460166,"2023/08/09","Wed",7.8224
"HKD/USD",2460167,"2023/08/10","Thu",7.8187
"HKD/USD",2460168,"2023/08/11","Fri",7.8157
"HKD/USD",2460171,"2023/08/14","Mon",7.8216
"HKD/USD",2460172,"2023/08/15","Tue",7.8247
"HKD/USD",2460173,"2023/08/16","Wed",7.8320
"HKD/USD",2460174,"2023/08/17","Thu",7.8309
"HKD/USD",2460175,"2023/08/18","Fri",7.8290
"HKD/USD",2460178,"2023/08/21","Mon",7.8374
"HKD/USD",2460179,"2023/08/22","Tue",7.8363
"HKD/USD",2460180,"2023/08/23","Wed",7.8426
"HKD/USD",2460181,"2023/08/24","Thu",7.8410
"HKD/USD",2460182,"2023/08/25","Fri",7.8421
"HKD/USD",2460185,"2023/08/28","Mon",7.8454
"HKD/USD",2460186,"2023/08/29","Tue",7.8481
"HKD/USD",2460187,"2023/08/30","Wed",7.8464
"HKD/USD",2460188,"2023/08/31","Thu",7.8441
"HKD/USD",2460189,"2023/09/01","Fri",7.8452
"HKD/USD",2460193,"2023/09/05","Tue",7.8406
"HKD/USD",2460194,"2023/09/06","Wed",7.8426
"HKD/USD",2460195,"2023/09/07","Thu",7.8406
"HKD/USD",2460196,"2023/09/08","Fri",7.8390
"HKD/USD",2460199,"2023/09/11","Mon",7.8322
"HKD/USD",2460200,"2023/09/12","Tue",7.8291
"HKD/USD",2460201,"2023/09/13","Wed",7.8239
"HKD/USD",2460202,"2023/09/14","Thu",7.8302
"HKD/USD",2460203,"2023/09/15","Fri",7.8275
"HKD/USD",2460206,"2023/09/18","Mon",7.8209
"HKD/USD",2460207,"2023/09/19","Tue",7.8195
"HKD/USD",2460208,"2023/09/20","Wed",7.8223
"HKD/USD",2460209,"2023/09/21","Thu",7.8225
"HKD/USD",2460210,"2023/09/22","Fri",7.8188
"HKD/USD",2460213,"2023/09/25","Mon",7.8183
"HKD/USD",2460214,"2023/09/26","Tue",7.8222
"HKD/USD",2460215,"2023/09/27","Wed",7.8212
"HKD/USD",2460216,"2023/09/28","Thu",7.8266
"HKD/USD",2460217,"2023/09/29","Fri",7.8331
"HKD/USD",2460221,"2023/10/03","Tue",7.8304
"HKD/USD",2460222,"2023/10/04","Wed",7.8308
"HKD/USD",2460223,"2023/10/05","Thu",7.8295
"HKD/USD",2460224,"2023/10/06","Fri",7.8323
"HKD/USD",2460228,"2023/10/10","Tue",7.8199
"HKD/USD",2460229,"2023/10/11","Wed",7.8178
"HKD/USD",2460230,"2023/10/12","Thu",7.8219
"HKD/USD",2460231,"2023/10/13","Fri",7.8242
"HKD/USD",2460234,"2023/10/16","Mon",7.8180
"HKD/USD",2460235,"2023/10/17","Tue",7.8251
"HKD/USD",2460236,"2023/10/18","Wed",7.8289
"HKD/USD",2460237,"2023/10/19","Thu",7.8237
"HKD/USD",2460238,"2023/10/20","Fri",7.8257
"HKD/USD",2460241,"2023/10/23","Mon",7.8246
"HKD/USD",2460242,"2023/10/24","Tue",7.8239
"HKD/USD",2460243,"2023/10/25","Wed",7.8218
"HKD/USD",2460244,"2023/10/26","Thu",7.8196
"HKD/USD",2460245,"2023/10/27","Fri",7.8200
"HKD/USD",2460248,"2023/10/30","Mon",7.8197
"HKD/USD",2460249,"2023/10/31","Tue",7.8235
"HKD/USD",2460250,"2023/11/01","Wed",7.8257
"HKD/USD",2460251,"2023/11/02","Thu",7.8240
"HKD/USD",2460252,"2023/11/03","Fri",7.8233
"HKD/USD",2460255,"2023/11/06","Mon",7.8193
"HKD/USD",2460256,"2023/11/07","Tue",7.8182
"HKD/USD",2460257,"2023/11/08","Wed",7.8170
"HKD/USD",2460258,"2023/11/09","Thu",7.8079
"HKD/USD",2460259,"2023/11/10","Fri",7.8118
"HKD/USD",2460263,"2023/11/14","Tue",7.8072
"HKD/USD",2460264,"2023/11/15","Wed",7.8054
"HKD/USD",2460265,"2023/11/16","Thu",7.8036
"HKD/USD",2460266,"2023/11/17","Fri",7.7966
"HKD/USD",2460269,"2023/11/20","Mon",7.7944
"HKD/USD",2460270,"2023/11/21","Tue",7.7962
"HKD/USD",2460271,"2023/11/22","Wed",7.7972
"HKD/USD",2460272,"2023/11/23","Thu",7.7968
"HKD/USD",2460273,"2023/11/24","Fri",7.7935
"HKD/USD",2460276,"2023/11/27","Mon",7.7914
"HKD/USD",2460277,"2023/11/28","Tue",7.7962
"HKD/USD",2460278,"2023/11/29","Wed",7.8059
"HKD/USD",2460279,"2023/11/30","Thu",7.8102
"HKD/USD",2460280,"2023/12/01","Fri",7.8120
"HKD/USD",2460283,"2023/12/04","Mon",7.8181
"HKD/USD",2460284,"2023/12/05","Tue",7.8175
"HKD/USD",2460285,"2023/12/06","Wed",7.8101
"HKD/USD",2460286,"2023/12/07","Thu",7.8144
"HKD/USD",2460287,"2023/12/08","Fri",7.8092
"HKD/USD",2460290,"2023/12/11","Mon",7.8078
"HKD/USD",2460291,"2023/12/12","Tue",7.8110
"HKD/USD",2460292,"2023/12/13","Wed",7.8116
"HKD/USD",2460293,"2023/12/14","Thu",7.8063
"HKD/USD",2460294,"2023/12/15","Fri",7.8051
"HKD/USD",2460297,"2023/12/18","Mon",7.7967
"HKD/USD",2460298,"2023/12/19","Tue",7.7990
"HKD/USD",2460299,"2023/12/20","Wed",7.8050
"HKD/USD",2460300,"2023/12/21","Thu",7.8116
"HKD/USD",2460301,"2023/12/22","Fri",7.8126
"HKD/USD",2460306,"2023/12/27","Wed",7.8090
"HKD/USD",2460307,"2023/12/28","Thu",7.8131
"HKD/USD",2460308,"2023/12/29","Fri",7.8122
"HKD/USD",2460312,"2024/01/02","Tue",7.8146
"HKD/USD",2460313,"2024/01/03","Wed",7.8060
"HKD/USD",2460314,"2024/01/04","Thu",7.8094
"HKD/USD",2460315,"2024/01/05","Fri",7.8098
"HKD/USD",2460318,"2024/01/08","Mon",7.8062
"HKD/USD",2460319,"2024/01/09","Tue",7.8173
"HKD/USD",2460320,"2024/01/10","Wed",7.8212
"HKD/USD",2460321,"2024/01/11","Thu",7.8187
"HKD/USD",2460322,"2024/01/12","Fri",7.8195
"HKD/USD",2460325,"2024/01/15","Mon",7.8207
"HKD/USD",2460326,"2024/01/16","Tue",7.8253
"HKD/USD",2460327,"2024/01/17","Wed",7.8207
"HKD/USD",2460328,"2024/01/18","Thu",7.8199
"HKD/USD",2460329,"2024/01/19","Fri",7.8176
"HKD/USD",2460332,"2024/01/22","Mon",7.8176
"HKD/USD",2460333,"2024/01/23","Tue",7.8224
"HKD/USD",2460334,"2024/01/24","Wed",7.8168
"HKD/USD",2460335,"2024/01/25","Thu",7.8192
"HKD/USD",2460336,"2024/01/26","Fri",7.8146
"HKD/USD",2460339,"2024/01/29","Mon",7.8151
"HKD/USD",2460340,"2024/01/30","Tue",7.8188
"HKD/USD",2460341,"2024/01/31","Wed",7.8162
"HKD/USD",2460342,"2024/02/01","Thu",7.8203
"HKD/USD",2460343,"2024/02/02","Fri",7.8221
"HKD/USD",2460346,"2024/02/05","Mon",7.8236
"HKD/USD",2460347,"2024/02/06","Tue",7.8250
"HKD/USD",2460348,"2024/02/07","Wed",7.8172
"HKD/USD",2460349,"2024/02/08","Thu",7.8206
"HKD/USD",2460350,"2024/02/09","Fri",7.8199
"HKD/USD",2460353,"2024/02/12","Mon",7.8198
"HKD/USD",2460354,"2024/02/13","Tue",7.8178
"HKD/USD",2460355,"2024/02/14","Wed",7.8188
"HKD/USD",2460356,"2024/02/15","Thu",7.8220
"HKD/USD",2460357,"2024/02/16","Fri",7.8213
"HKD/USD",2460361,"2024/02/20","Tue",7.8229
"HKD/USD",2460362,"2024/02/21","Wed",7.8194
"HKD/USD",2460363,"2024/02/22","Thu",7.8226
"HKD/USD",2460364,"2024/02/23","Fri",7.8226
"HKD/USD",2460367,"2024/02/26","Mon",7.8257
"HKD/USD",2460368,"2024/02/27","Tue",7.8247
"HKD/USD",2460369,"2024/02/28","Wed",7.8281
"HKD/USD",2460370,"2024/02/29","Thu",7.8303
"HKD/USD",2460371,"2024/03/01","Fri",7.8269
"HKD/USD",2460374,"2024/03/04","Mon",7.8225
"HKD/USD",2460375,"2024/03/05","Tue",7.8237
"HKD/USD",2460376,"2024/03/06","Wed",7.8242
"HKD/USD",2460377,"2024/03/07","Thu",7.8201
"HKD/USD",2460378,"2024/03/08","Fri",7.8229
"HKD/USD",2460381,"2024/03/11","Mon",7.8209
"HKD/USD",2460382,"2024/03/12","Tue",7.8255
"HKD/USD",2460383,"2024/03/13","Wed",7.8235
"HKD/USD",2460384,"2024/03/14","Thu",7.8240
"HKD/USD",2460385,"2024/03/15","Fri",7.8226
"HKD/USD",2460388,"2024/03/18","Mon",7.8181
"HKD/USD",2460389,"2024/03/19","Tue",7.8232
"HKD/USD",2460390,"2024/03/20","Wed",7.8240
"HKD/USD",2460391,"2024/03/21","Thu",7.8224
"HKD/USD",2460392,"2024/03/22","Fri",7.8211
"HKD/USD",2460395,"2024/03/25","Mon",7.8198
"HKD/USD",2460396,"2024/03/26","Tue",7.8225
"HKD/USD",2460397,"2024/03/27","Wed",7.8221
"HKD/USD",2460398,"2024/03/28","Thu",7.8279
"HKD/USD",2460402,"2024/04/01","Mon",7.8236
"HKD/USD",2460403,"2024/04/02","Tue",7.8270
"HKD/USD",2460404,"2024/04/03","Wed",7.8294
"HKD/USD",2460405,"2024/04/04","Thu",7.8284
"HKD/USD",2460406,"2024/04/05","Fri",7.8284
"NZD/USD",2459948,"2023/01/03","Tue",1.6004
"NZD/USD",2459949,"2023/01/04","Wed",1.5849
"NZD/USD",2459950,"2023/01/05","Thu",1.6039
"NZD/USD",2459951,"2023/01/06","Fri",1.5847
"NZD/USD",2459954,"2023/01/09","Mon",1.5654
"NZD/USD",2459955,"2023/01/10","Tue",1.5714
"NZD/USD",2459956,"2023/01/11","Wed",1.5733
"NZD/USD",2459957,"2023/01/12","Thu",1.5663
"NZD/USD",2459958,"2023/01/13","Fri",1.5707
"NZD/USD",2459961,"2023/01/16","Mon",1.5660
"NZD/USD",2459962,"2023/01/17","Tue",1.5573
"NZD/USD",2459963,"2023/01/18","Wed",1.5476
"NZD/USD",2459964,"2023/01/19","Thu",1.5651
"NZD/USD",2459965,"2023/01/20","Fri",1.5498
"NZD/USD",2459968,"2023/01/23","Mon",1.5442
"NZD/USD",2459969,"2023/01/24","Tue",1.5387
"NZD/USD",2459970,"2023/01/25","Wed",1.5456
"NZD/USD",2459971,"2023/01/26","Thu",1.5431
"NZD/USD",2459972,"2023/01/27","Fri",1.5417
"NZD/USD",2459975,"2023/01/30","Mon",1.5428
"NZD/USD",2459976,"2023/01/31","Tue",1.5484
"NZD/USD",2459977,"2023/02/01","Wed",1.5504
"NZD/USD",2459978,"2023/02/02","Thu",1.5399
"NZD/USD",2459979,"2023/02/03","Fri",1.5712
"NZD/USD",2459982,"2023/02/06","Mon",1.5893
"NZD/USD",2459983,"2023/02/07","Tue",1.5868
"NZD/USD",2459984,"2023/02/08","Wed",1.5844
"NZD/USD",2459985,"2023/02/09","Thu",1.5748
"NZD/USD",2459986,"2023/02/10","Fri",1.5835
"NZD/USD",2459989,"2023/02/13","Mon",1.5736
"NZD/USD",2459990,"2023/02/14","Tue",1.5784
"NZD/USD",2459991,"2023/02/15","Wed",1.5945
"NZD/USD",2459992,"2023/02/16","Thu",1.5961
"NZD/USD",2459993,"2023/02/17","Fri",1.6045
"NZD/USD",2459997,"2023/02/21","Tue",1.6079
"NZD/USD",2459998,"2023/02/22","Wed",1.6045
"NZD/USD",2459999,"2023/02/23","Thu",1.6074
"NZD/USD",2460000,"2023/02/24","Fri",1.6221
"NZD/USD",2460003,"2023/02/27","Mon",1.6226
"NZD/USD",2460004,"2023/02/28","Tue",1.6167
"NZD/USD",2460005,"2023/03/01","Wed",1.5995
"NZD/USD",2460006,"2023/03/02","Thu",1.6094
"NZD/USD",2460007,"2023/03/03","Fri",1.6091
"NZD/USD",2460010,"2023/03/06","Mon",1.6158
"NZD/USD",2460011,"2023/03/07","Tue",1.6285
"NZD/USD",2460012,"2023/03/08","Wed",1.6358
"NZD/USD",2460013,"2023/03/09","Thu",1.6321
"NZD/USD",2460014,"2023/03/10","Fri",1.6274
"NZD/USD",2460017,"2023/03/13","Mon",1.6057
"NZD/USD",2460018,"2023/03/14","Tue",1.6051
"NZD/USD",2460019,"2023/03/15","Wed",1.6154
"NZD/USD",2460020,"2023/03/16","Thu",1.6202
"NZD/USD",2460021,"2023/03/17","Fri",1.5983
"NZD/USD",2460024,"2023/03/20","Mon",1.5999
"NZD/USD",2460025,"2023/03/21","Tue",1.6178
"NZD/USD",2460026,"2023/03/22","Wed",1.6077
"NZD/USD",2460027,"2023/03/23","Thu",1.5945
"NZD/USD",2460028,"2023/03/24","Fri",1.6123
"NZD/USD",2460031,"2023/03/27","Mon",1.6155
"NZD/USD",2460032,"2023/03/28","Tue",1.6019
"NZD/USD",2460033,"2023/03/29","Wed",1.6062
"NZD/USD",2460034,"2023/03/30","Thu",1.5995
"NZD/USD",2460035,"2023/03/31","Fri",1.5976
"NZD/USD",2460038,"2023/04/03","Mon",1.5905
"NZD/USD",2460039,"2023/04/04","Tue",1.5876
"NZD/USD",2460040,"2023/04/05","Wed",1.5832
"NZD/USD",2460041,"2023/04/06","Thu",1.5992
"NZD/USD",2460045,"2023/04/10","Mon",1.6109
"NZD/USD",2460046,"2023/04/11","Tue",1.6138
"NZD/USD",2460047,"2023/04/12","Wed",1.6089
"NZD/USD",2460048,"2023/04/13","Thu",1.5883
"NZD/USD",2460049,"2023/04/14","Fri",1.6062
"NZD/USD",2460052,"2023/04/17","Mon",1.6191
"NZD/USD",2460053,"2023/04/18","Tue",1.6108
"NZD/USD",2460054,"2023/04/19","Wed",1.6108
"NZD/USD",2460055,"2023/04/20","Thu",1.6169
"NZD/USD",2460056,"2023/04/21","Fri",1.6290
"NZD/USD",2460059,"2023/04/24","Mon",1.6259
"NZD/USD",2460060,"2023/04/25","Tue",1.6270
"NZD/USD",2460061,"2023/04/26","Wed",1.6327
"NZD/USD",2460062,"2023/04/27","Thu",1.6292
"NZD/USD",2460063,"2023/04/28","Fri",1.6201
"NZD/USD",2460066,"2023/05/01","Mon",1.6194
"NZD/USD",2460067,"2023/05/02","Tue",1.6116
"NZD/USD",2460068,"2023/05/03","Wed",1.6043
"NZD/USD",2460069,"2023/05/04","Thu",1.5926
"NZD/USD",2460070,"2023/05/05","Fri",1.5892
"NZD/USD",2460073,"2023/05/08","Mon",1.5748
"NZD/USD",2460074,"2023/05/09","Tue",1.5803
"NZD/USD",2460075,"2023/05/10","Wed",1.5730
"NZD/USD",2460076,"2023/05/11","Thu",1.5853
"NZD/USD",2460077,"2023/05/12","Fri",1.6125
"NZD/USD",2460080,"2023/05/15","Mon",1.6060
"NZD/USD",2460081,"2023/05/16","Tue",1.6042
"NZD/USD",2460082,"2023/05/17","Wed",1.5986
"NZD/USD",2460083,"2023/05/18","Thu",1.6087
"NZD/USD",2460084,"2023/05/19","Fri",1.5916
"NZD/USD",2460088,"2023/05/23","Tue",1.5996
"NZD/USD",2460089,"2023/05/24","Wed",1.6364
"NZD/USD",2460090,"2023/05/25","Thu",1.6511
"NZD/USD",2460091,"2023/05/26","Fri",1.6523
"NZD/USD",2460094,"2023/05/29","Mon",1.6512
"NZD/USD",2460095,"2023/05/30","Tue",1.6541
"NZD/USD",2460096,"2023/05/31","Wed",1.6662
"NZD/USD",2460097,"2023/06/01","Thu",1.6516
"NZD/USD",2460098,"2023/06/02","Fri",1.6466
"NZD/USD",2460101,"2023/06/05","Mon",1.6473
"NZD/USD",2460102,"2023/06/06","Tue",1.6479
"NZD/USD",2460103,"2023/06/07","Wed",1.6522
"NZD/USD",2460104,"2023/06/08","Thu",1.6420
"NZD/USD",2460105,"2023/06/09","Fri",1.6319
"NZD/USD",2460108,"2023/06/12","Mon",1.6340
"NZD/USD",2460109,"2023/06/13","Tue",1.6255
"NZD/USD",2460110,"2023/06/14","Wed",1.6090
"NZD/USD",2460111,"2023/06/15","Thu",1.6082
"NZD/USD",2460112,"2023/06/16","Fri",1.6062
"NZD/USD",2460115,"2023/06/19","Mon",1.6126
"NZD/USD",2460116,"2023/06/20","Tue",1.6243
"NZD/USD",2460117,"2023/06/21","Wed",1.6154
"NZD/USD",2460118,"2023/06/22","Thu",1.6161
"NZD/USD",2460119,"2023/06/23","Fri",1.6291
"NZD/USD",2460122,"2023/06/26","Mon",1.6212
"NZD/USD",2460123,"2023/06/27","Tue",1.6199
"NZD/USD",2460124,"2023/06/28","Wed",1.6442
"NZD/USD",2460125,"2023/06/29","Thu",1.6478
"NZD/USD",2460126,"2023/06/30","Fri",1.6321
"NZD/USD",2460130,"2023/07/04","Tue",1.6138
"NZD/USD",2460131,"2023/07/05","Wed",1.6163
"NZD/USD",2460132,"2023/07/06","Thu",1.6239
"NZD/USD",2460133,"2023/07/07","Fri",1.6121
"NZD/USD",2460136,"2023/07/10","Mon",1.6127
"NZD/USD",2460137,"2023/07/11","Tue",1.6173
"NZD/USD",2460138,"2023/07/12","Wed",1.5918
"NZD/USD",2460139,"2023/07/13","Thu",1.5673
"NZD/USD",2460140,"2023/07/14","Fri",1.5683
"NZD/USD",2460143,"2023/07/17","Mon",1.5795
"NZD/USD",2460144,"2023/07/18","Tue",1.5920
"NZD/USD",2460145,"2023/07/19","Wed",1.6001
"NZD/USD",2460146,"2023/07/20","Thu",1.6041
"NZD/USD",2460147,"2023/07/21","Fri",1.6185
"NZD/USD",2460150,"2023/07/24","Mon",1.6126
"NZD/USD",2460151,"2023/07/25","Tue",1.6078
"NZD/USD",2460152,"2023/07/26","Wed",1.6104
"NZD/USD",2460153,"2023/07/27","Thu",1.6114
"NZD/USD",2460154,"2023/07/28","Fri",1.6232
"NZD/USD",2460157,"2023/07/31","Mon",1.6093
"NZD/USD",2460158,"2023/08/01","Tue",1.6282
"NZD/USD",2460159,"2023/08/02","Wed",1.6428
"NZD/USD",2460160,"2023/08/03","Thu",1.6452
"NZD/USD",2460161,"2023/08/04","Fri",1.6362
"NZD/USD",2460165,"2023/08/08","Tue",1.6527
"NZD/USD",2460166,"2023/08/09","Wed",1.6510
"NZD/USD",2460167,"2023/08/10","Thu",1.6503
"NZD/USD",2460168,"2023/08/11","Fri",1.6695
"NZD/USD",2460171,"2023/08/14","Mon",1.6743
"NZD/USD",2460172,"2023/08/15","Tue",1.6754
"NZD/USD",2460173,"2023/08/16","Wed",1.6811
"NZD/USD",2460174,"2023/08/17","Thu",1.6846
"NZD/USD",2460175,"2023/08/18","Fri",1.6856
"NZD/USD",2460178,"2023/08/21","Mon",1.6905
"NZD/USD",2460179,"2023/08/22","Tue",1.6823
"NZD/USD",2460180,"2023/08/23","Wed",1.6762
"NZD/USD",2460181,"2023/08/24","Thu",1.6874
"NZD/USD",2460182,"2023/08/25","Fri",1.6914
"NZD/USD",2460185,"2023/08/28","Mon",1.6921
"NZD/USD",2460186,"2023/08/29","Tue",1.6840
"NZD/USD",2460187,"2023/08/30","Wed",1.6726
"NZD/USD",2460188,"2023/08/31","Thu",1.6798
"NZD/USD",2460189,"2023/09/01","Fri",1.6792
"NZD/USD",2460193,"2023/09/05","Tue",1.7010
"NZD/USD",2460194,"2023/09/06","Wed",1.7021
"NZD/USD",2460195,"2023/09/07","Thu",1.7001
"NZD/USD",2460196,"2023/09/08","Fri",1.6957
"NZD/USD",2460199,"2023/09/11","Mon",1.6888
"NZD/USD",2460200,"2023/09/12","Tue",1.6946
"NZD/USD",2460201,"2023/09/13","Wed",1.6909
"NZD/USD",2460202,"2023/09/14","Thu",1.6902
"NZD/USD",2460203,"2023/09/15","Fri",1.6937
"NZD/USD",2460206,"2023/09/18","Mon",1.6919
"NZD/USD",2460207,"2023/09/19","Tue",1.6852
"NZD/USD",2460208,"2023/09/20","Wed",1.6760
"NZD/USD",2460209,"2023/09/21","Thu",1.6872
"NZD/USD",2460210,"2023/09/22","Fri",1.6744
"NZD/USD",2460213,"2023/09/25","Mon",1.6767
"NZD/USD",2460214,"2023/09/26","Tue",1.6790
"NZD/USD",2460215,"2023/09/27","Wed",1.6881
"NZD/USD",2460216,"2023/09/28","Thu",1.6780
"NZD/USD",2460217,"2023/09/29","Fri",1.6644
"NZD/USD",2460221,"2023/10/03","Tue",1.6944
"NZD/USD",2460222,"2023/10/04","Wed",1.6919
"NZD/USD",2460223,"2023/10/05","Thu",1.6803
"NZD/USD",2460224,"2023/10/06","Fri",1.6736
"NZD/USD",2460228,"2023/10/10","Tue",1.6588
"NZD/USD",2460229,"2023/10/11","Wed",1.6609
"NZD/USD",2460230,"2023/10/12","Thu",1.6813
"NZD/USD",2460231,"2023/10/13","Fri",1.6958
"NZD/USD",2460234,"2023/10/16","Mon",1.6884
"NZD/USD",2460235,"2023/10/17","Tue",1.6963
"NZD/USD",2460236,"2023/10/18","Wed",1.7038
